label,ff48_dummies,sentiment_var,coef,se,t,p,n,n_quarters,adj_r2_avg
col2_FinNeg_prop,True,fin_neg_prop,-0.28160136582800593,0.09418075854625364,-2.9900095324641827,0.002789687410514885,50683,60,0.023519857860832445
col4_FinNeg_tfidf,True,fin_neg_tfidf_full,-0.009070562754145126,0.003377462770404707,-2.685614430342999,0.007239657953121537,50683,60,0.025808686535187385
col2_FinNeg_prop,False,fin_neg_prop,-0.3024492249530426,0.08144110794468043,-3.7137169739695075,0.00020423720022644254,50683,60,0.017070818191304505
col4_FinNeg_tfidf,False,fin_neg_tfidf_full,-0.009860266103604076,0.0030403104385729194,-3.2431774000790368,0.0011820458695634972,50683,60,0.018226937666335357
